event_id,user_id,session_id,listing_id,event_time,device_type,traffic_source,room_type,city,price,price_log,demand_score,availability_ratio,impression,click,detail_view,save,contact
5233,15699,374934,15052455,2025-02-26 18:12:00,tablet,organic,Private room,Brooklyn,55,4.02535169073515,51.25,0.2273972602739726,1,1,0,0,0
5234,67789,324148,13697001,2025-02-14 14:49:00,mobile,organic,Shared room,Queens,25,3.258096538021482,0.0,0.0,1,0,0,0,0
5235,96760,671988,19093789,2025-02-15 23:43:00,tablet,organic,Private room,Brooklyn,67,4.219507705176107,18.06,0.0,1,0,0,0,0
5236,37321,607995,20433673,2025-01-28 02:07:00,desktop,organic,Private room,Manhattan,80,4.394449154672439,44.48,0.9205479452054794,1,1,1,1,0
5237,71032,340592,541725,2025-02-01 21:45:00,desktop,organic,Entire home/apt,Brooklyn,189,5.247024072160486,14.52,0.0027397260273972,1,1,0,0,0
5238,17636,616781,31154648,2025-03-25 10:17:00,mobile,paid,Private room,Brooklyn,59,4.0943445622221,0.0,0.4904109589041096,1,0,0,0,0
5239,77396,271462,18290561,2025-02-24 11:48:00,desktop,organic,Entire home/apt,Manhattan,177,5.181783550292085,189.57,0.5452054794520548,1,1,1,1,1
5240,24989,806262,1987546,2025-02-26 07:41:00,desktop,organic,Private room,Brooklyn,60,4.110873864173311,128.34,0.8356164383561644,1,1,0,0,0
5241,61086,685580,22899900,2025-03-14 11:18:00,mobile,organic,Private room,Manhattan,110,4.709530201312334,1035.45,0.852054794520548,1,1,1,1,1
5242,46062,133161,22264586,2025-02-01 10:49:00,mobile,paid,Private room,Brooklyn,100,4.61512051684126,0.48,0.0,1,0,0,0,0
5243,89337,387313,33228127,2025-02-27 08:42:00,desktop,organic,Entire home/apt,Manhattan,396,5.983936280687191,72.6,0.8684931506849315,1,1,1,1,1
5244,72125,455137,13430483,2025-01-16 05:06:00,tablet,paid,Entire home/apt,Manhattan,239,5.480638923341991,0.04,1.0,1,1,1,1,1
5245,40398,698901,35462054,2025-01-29 16:10:00,desktop,organic,Private room,Brooklyn,48,3.8918202981106265,0.0,0.1808219178082191,1,0,0,0,0
5246,80283,627340,30795963,2025-03-31 22:26:00,mobile,organic,Private room,Manhattan,190,5.25227342804663,0.16,0.2438356164383561,1,0,0,0,0
5247,80774,534680,12106946,2025-01-07 12:22:00,desktop,email,Private room,Manhattan,70,4.262679877041316,6.4,0.0,1,1,0,0,0
5248,12834,318228,26945036,2025-03-23 18:21:00,mobile,paid,Entire home/apt,Manhattan,150,5.017279836814924,19.040000000000003,0.0,1,1,1,1,1
5249,58203,283974,21524671,2025-02-18 05:57:00,mobile,organic,Entire home/apt,Queens,140,4.948759890378168,152.28,0.6301369863013698,1,1,1,1,1
5250,55676,888209,6957328,2025-02-09 19:01:00,mobile,organic,Private room,Brooklyn,85,4.454347296253507,8.4,0.0,1,1,1,1,1
5251,36230,713141,2292275,2025-03-31 22:43:00,mobile,paid,Entire home/apt,Manhattan,135,4.912654885736052,0.18,0.0,1,1,1,0,0
5252,82652,767989,24133244,2025-01-15 19:06:00,mobile,organic,Entire home/apt,Manhattan,225,5.420534999272286,52.36,0.8849315068493151,1,1,1,1,1
5253,78464,881737,11634797,2025-01-21 10:20:00,mobile,organic,Private room,Bronx,49,3.912023005428146,0.1,0.9315068493150684,1,1,1,0,1
5254,32134,589941,4188807,2025-03-26 10:21:00,desktop,organic,Private room,Brooklyn,72,4.290459441148391,902.26,0.0547945205479452,1,1,1,1,1
5255,18190,861989,36239107,2025-02-08 11:09:00,mobile,organic,Entire home/apt,Brooklyn,115,4.7535901911063645,0.0,0.021917808219178,1,1,1,0,1
5256,99364,561677,9977283,2025-02-26 07:15:00,mobile,paid,Private room,Manhattan,170,5.14166355650266,3.92,0.0164383561643835,1,1,0,0,0
5257,14350,898931,28525440,2025-02-08 15:25:00,mobile,email,Private room,Brooklyn,43,3.784189633918261,3.4000000000000004,0.4904109589041096,1,1,1,1,1
5258,44055,165029,4984951,2025-02-05 00:14:00,mobile,organic,Private room,Brooklyn,79,4.382026634673881,26.64,0.9287671232876712,1,0,0,0,0
5259,53686,821480,25080137,2025-03-14 11:29:00,mobile,paid,Private room,Brooklyn,110,4.709530201312334,16.95,0.6958904109589041,1,0,0,0,0
5260,91572,879676,20406782,2025-03-21 18:50:00,mobile,organic,Entire home/apt,Brooklyn,140,4.948759890378168,42.78,0.0,1,1,1,1,0
5261,38700,436228,18108981,2025-01-26 17:57:00,mobile,organic,Entire home/apt,Brooklyn,195,5.278114659230517,240.0,0.5972602739726027,1,1,1,1,1
5262,82146,835684,27229363,2025-02-27 18:49:00,mobile,direct,Entire home/apt,Manhattan,120,4.795790545596741,22.56,0.0054794520547945,1,1,0,0,0
5263,39420,992338,36148359,2025-02-21 06:34:00,desktop,organic,Entire home/apt,Queens,55,4.02535169073515,0.0,0.0767123287671232,1,1,1,0,1
5264,35177,793324,18151035,2025-01-21 12:02:00,mobile,direct,Entire home/apt,Brooklyn,189,5.247024072160486,125.86,0.0657534246575342,1,1,1,1,1
5265,49651,832442,13761856,2025-03-14 19:01:00,mobile,paid,Entire home/apt,Manhattan,250,5.525452939131784,150.22,0.5917808219178082,1,1,1,1,1
5266,86706,347460,27919104,2025-02-22 02:22:00,mobile,paid,Entire home/apt,Manhattan,225,5.420534999272286,0.0,0.9972602739726028,1,1,0,0,0
5267,64339,175437,35481276,2025-01-28 22:51:00,mobile,organic,Shared room,Queens,28,3.367295829986474,0.0,0.9342465753424658,1,1,0,0,0
5268,59282,103681,20265742,2025-01-28 18:10:00,desktop,organic,Entire home/apt,Brooklyn,250,5.525452939131784,0.32,0.3643835616438356,1,1,1,0,1
5269,51070,501944,21313960,2025-02-11 14:58:00,mobile,direct,Private room,Manhattan,121,4.804021044733257,123.42,0.0,1,1,1,1,1
5270,70703,806980,2677779,2025-01-07 09:36:00,mobile,organic,Private room,Queens,60,4.110873864173311,69.3,0.9534246575342464,1,1,1,1,1
5271,35406,468790,25085980,2025-01-17 00:46:00,mobile,organic,Shared room,Manhattan,95,4.564348191467836,0.3,0.2438356164383561,1,0,0,0,0
5272,68009,896379,1519957,2025-01-08 01:34:00,mobile,email,Private room,Brooklyn,68,4.23410650459726,126.88,0.1972602739726027,1,1,1,1,1
5273,11066,577686,35009512,2025-02-24 19:56:00,mobile,email,Entire home/apt,Brooklyn,123,4.820281565605037,4.0,0.0027397260273972,1,1,0,0,0
5274,80506,214251,24670583,2025-03-25 06:38:00,mobile,organic,Shared room,Bronx,40,3.713572066704308,47.32,0.3863013698630137,1,1,0,0,0
5275,62940,313879,34866897,2025-02-27 18:28:00,mobile,direct,Private room,Brooklyn,90,4.51085950651685,4.0,0.0027397260273972,1,1,1,1,1
5276,60469,668243,34976241,2025-02-16 09:53:00,mobile,direct,Entire home/apt,Queens,108,4.691347882229144,4.0,0.0136986301369863,1,1,1,1,1
5277,33350,989574,15624363,2025-02-20 12:09:00,desktop,direct,Private room,Brooklyn,48,3.8918202981106265,0.72,0.3726027397260274,1,0,0,0,0
5278,14114,184482,29212676,2025-03-10 11:39:00,mobile,organic,Entire home/apt,Manhattan,194,5.272999558563747,0.0,0.2438356164383561,1,1,0,0,0
5279,59199,322792,21176417,2025-01-09 23:45:00,desktop,organic,Private room,Brooklyn,69,4.248495242049359,0.0,0.0,1,1,0,0,0
5280,75133,304398,10830083,2025-02-12 21:18:00,desktop,organic,Private room,Staten Island,110,4.709530201312334,0.0,0.9972602739726028,1,0,0,0,0
5281,31245,671726,20153703,2025-01-18 10:48:00,mobile,organic,Private room,Manhattan,60,4.110873864173311,0.04,0.0,1,0,0,0,0
5282,53266,270567,29506320,2025-02-28 19:29:00,desktop,direct,Entire home/apt,Manhattan,200,5.303304908059076,6.16,0.0,1,1,0,0,0
5283,99762,269371,7874958,2025-02-21 22:34:00,mobile,direct,Entire home/apt,Brooklyn,210,5.351858133476067,0.08,0.0,1,0,0,0,0
5284,22595,934814,27529458,2025-01-13 18:25:00,mobile,organic,Entire home/apt,Manhattan,124,4.8283137373023015,2.3000000000000003,0.0,1,1,1,0,1
5285,49218,633721,19829879,2025-02-23 03:11:00,desktop,organic,Entire home/apt,Brooklyn,260,5.564520407322694,10.2,0.2410958904109589,1,1,1,1,1
5286,35143,152984,20392393,2025-01-20 09:41:00,desktop,organic,Entire home/apt,Manhattan,129,4.867534450455582,249.0,0.0794520547945205,1,1,1,1,1
5287,56178,611265,35132775,2025-03-05 11:05:00,tablet,organic,Entire home/apt,Manhattan,249,5.521460917862246,36.0,0.6164383561643836,1,1,1,1,0
5288,81700,365043,26638676,2025-03-15 16:58:00,mobile,organic,Entire home/apt,Manhattan,91,4.5217885770490405,2.05,0.1287671232876712,1,1,0,0,0
5289,17787,590048,32670147,2025-01-05 00:48:00,mobile,organic,Entire home/apt,Brooklyn,150,5.017279836814924,0.0,0.0876712328767123,1,0,0,0,0
5290,91460,883644,13528101,2025-03-04 01:59:00,mobile,organic,Private room,Manhattan,99,4.605170185988092,37.1,0.1616438356164383,1,0,0,0,0
5291,74517,422243,29338760,2025-01-10 05:16:00,mobile,paid,Entire home/apt,Brooklyn,160,5.081404364984463,0.0,0.0931506849315068,1,0,0,0,0
5292,55286,417046,34311549,2025-02-11 17:20:00,mobile,organic,Entire home/apt,Manhattan,699,6.551080335043404,0.0,0.9123287671232876,1,0,0,0,0
5293,95985,820573,12345786,2025-01-05 13:28:00,mobile,direct,Private room,Manhattan,80,4.394449154672439,27.2,0.0,1,1,1,0,0
5294,10081,323909,13730284,2025-02-03 05:07:00,mobile,direct,Entire home/apt,Manhattan,495,6.206575926724928,78.52,0.7808219178082192,1,1,1,0,1
5295,13005,216967,13152955,2025-01-08 22:51:00,desktop,organic,Entire home/apt,Manhattan,600,6.398594934535208,15.12,0.9205479452054794,1,0,0,0,0
5296,83944,793889,2659961,2025-03-13 00:30:00,mobile,paid,Entire home/apt,Manhattan,200,5.303304908059076,1.62,0.0,1,1,1,1,1
5297,10334,797308,34419753,2025-03-01 23:30:00,mobile,paid,Private room,Queens,79,4.382026634673881,107.1,0.958904109589041,1,1,1,1,1
5298,86639,883216,8815979,2025-01-01 09:58:00,tablet,organic,Private room,Manhattan,50,3.9318256327243257,0.0,0.0,1,0,0,0,0
5299,68217,172283,34143280,2025-02-04 08:23:00,mobile,organic,Private room,Manhattan,50,3.9318256327243257,1.0,0.0383561643835616,1,0,0,0,0
5300,35169,763164,30152553,2025-02-01 01:47:00,tablet,paid,Entire home/apt,Brooklyn,345,5.846438775057725,13.8,0.0,1,0,0,0,0
5301,33452,864715,30417877,2025-02-10 20:13:00,mobile,paid,Private room,Brooklyn,50,3.9318256327243257,15.9,0.6438356164383562,1,1,1,1,1
5302,36254,227182,9589030,2025-03-06 10:28:00,mobile,direct,Private room,Brooklyn,55,4.02535169073515,0.8400000000000001,0.0,1,0,0,0,0
5303,79433,429329,14914739,2025-03-20 00:34:00,mobile,organic,Entire home/apt,Brooklyn,250,5.525452939131784,49.2,0.0821917808219178,1,0,0,0,0
5304,67110,528392,14322182,2025-03-12 02:05:00,mobile,organic,Private room,Brooklyn,60,4.110873864173311,77.48,0.0,1,1,1,1,1
5305,67253,752638,9434432,2025-03-02 03:47:00,desktop,email,Entire home/apt,Manhattan,125,4.836281906951478,0.0,0.0,1,0,0,0,0
5306,80184,405524,12726907,2025-03-28 12:25:00,desktop,organic,Entire home/apt,Brooklyn,57,4.060443010546419,0.65,0.0,1,0,0,0,0
5307,85210,862980,12810131,2025-02-18 06:13:00,tablet,paid,Private room,Brooklyn,135,4.912654885736052,0.0,0.0,1,0,0,0,0
5308,92702,262335,35973248,2025-02-16 07:55:00,desktop,organic,Entire home/apt,Manhattan,250,5.525452939131784,0.0,0.0876712328767123,1,0,0,0,0
5309,29970,195701,34353572,2025-03-03 21:24:00,desktop,organic,Entire home/apt,Brooklyn,200,5.303304908059076,0.0,1.0,1,1,1,1,1
5310,13794,966434,19308199,2025-01-07 05:39:00,mobile,organic,Private room,Brooklyn,80,4.394449154672439,3.42,0.0,1,1,1,0,0
5311,39184,944304,34516187,2025-03-24 20:50:00,mobile,organic,Private room,Manhattan,100,4.61512051684126,1.0,0.9287671232876712,1,0,0,0,0
5312,90880,187516,27579844,2025-03-08 10:29:00,mobile,organic,Entire home/apt,Manhattan,339,5.828945617610208,1.64,0.0,1,1,0,0,0
5313,48365,631830,2022920,2025-02-15 00:38:00,desktop,direct,Entire home/apt,Manhattan,250,5.525452939131784,0.0,0.0,1,0,0,0,0
5314,41217,789547,7913426,2025-02-04 09:05:00,mobile,organic,Entire home/apt,Manhattan,369,5.91350300563827,0.0,0.9972602739726028,1,1,1,0,0
5315,15051,335071,19179558,2025-02-14 23:33:00,mobile,email,Private room,Manhattan,90,4.51085950651685,613.8000000000001,0.3424657534246575,1,1,1,1,1
5316,92662,779870,8224368,2025-03-24 12:02:00,desktop,organic,Private room,Brooklyn,120,4.795790545596741,139.62,0.5643835616438356,1,1,1,1,1
5317,80080,661229,35681619,2025-02-22 03:53:00,mobile,organic,Entire home/apt,Brooklyn,295,5.69035945432406,0.0,0.821917808219178,1,0,0,0,0
5318,22875,691559,34822061,2025-03-25 04:55:00,mobile,paid,Entire home/apt,Bronx,100,4.61512051684126,1.0,0.9205479452054794,1,0,0,0,0
5319,79891,210632,26993585,2025-01-14 19:27:00,mobile,organic,Private room,Brooklyn,95,4.564348191467836,19.2,0.9178082191780822,1,0,0,0,0
5320,29992,294817,648047,2025-02-12 06:53:00,desktop,organic,Private room,Manhattan,65,4.189654742026425,309.12,0.4986301369863014,1,1,1,1,1
5321,61662,539476,15664037,2025-03-16 23:29:00,mobile,direct,Entire home/apt,Manhattan,236,5.468060141135132,16.33,0.0,1,1,1,1,1
5322,68475,595905,18430588,2025-03-22 04:31:00,desktop,direct,Private room,Manhattan,35,3.58351893845611,1.96,0.2136986301369863,1,1,0,0,0
5323,41074,363292,19294842,2025-03-02 16:52:00,mobile,email,Private room,Brooklyn,55,4.02535169073515,19.950000000000003,0.8712328767123287,1,1,0,0,0
5324,78052,796151,15648993,2025-03-08 17:49:00,mobile,paid,Entire home/apt,Brooklyn,119,4.787491742782046,711.3599999999999,0.0383561643835616,1,1,1,1,1
5325,32622,131343,10853313,2025-01-23 09:59:00,desktop,paid,Entire home/apt,Brooklyn,155,5.049856007249537,634.34,0.6876712328767123,1,1,0,0,0
5326,77015,875635,35303893,2025-03-17 07:20:00,tablet,direct,Entire home/apt,Manhattan,249,5.521460917862246,0.0,0.1232876712328767,1,1,1,0,1
5327,92874,703370,30153699,2025-02-08 03:24:00,mobile,organic,Private room,Bronx,145,4.983606621708336,7.840000000000001,0.9863013698630136,1,1,0,0,0
5328,50982,666771,15597119,2025-01-04 15:18:00,desktop,organic,Entire home/apt,Brooklyn,200,5.303304908059076,0.27,0.0,1,1,1,1,1
5329,69069,975047,15781578,2025-01-25 11:52:00,desktop,direct,Private room,Brooklyn,80,4.394449154672439,1.0,0.958904109589041,1,1,1,0,1
5330,55078,567654,20467141,2025-03-22 06:53:00,mobile,organic,Private room,Manhattan,90,4.51085950651685,200.33,0.1726027397260274,1,1,1,1,1
5331,60873,715360,5770483,2025-02-11 23:04:00,desktop,direct,Entire home/apt,Manhattan,195,5.278114659230517,59.95,0.0931506849315068,1,0,0,0,0
5332,73798,571862,29883990,2025-01-16 05:50:00,desktop,email,Private room,Brooklyn,65,4.189654742026425,10.35,0.0,1,1,1,1,1
5333,68784,701725,23252588,2025-03-08 05:59:00,mobile,organic,Entire home/apt,Brooklyn,125,4.836281906951478,0.16,0.0,1,1,1,0,1
5334,31836,753385,7917251,2025-01-19 07:34:00,tablet,paid,Entire home/apt,Manhattan,95,4.564348191467836,208.74,0.6575342465753424,1,1,0,0,0
5335,78083,550226,32044146,2025-02-28 02:23:00,mobile,paid,Entire home/apt,Brooklyn,110,4.709530201312334,0.68,0.0630136986301369,1,0,0,0,0
5336,38130,427684,21624567,2025-01-10 22:29:00,mobile,organic,Private room,Brooklyn,100,4.61512051684126,0.63,0.4904109589041096,1,1,0,0,0
5337,58975,694743,3764540,2025-02-08 05:51:00,desktop,organic,Entire home/apt,Brooklyn,134,4.90527477843843,40.94,0.0876712328767123,1,1,1,1,1
5338,75995,321301,26450834,2025-03-05 05:48:00,desktop,direct,Entire home/apt,Manhattan,170,5.14166355650266,0.0,0.8876712328767123,1,1,1,1,1
5339,77772,708999,21897775,2025-01-23 10:35:00,desktop,paid,Private room,Brooklyn,66,4.204692619390966,124.8,0.0136986301369863,1,1,0,0,0
5340,30830,260404,35029537,2025-03-21 12:44:00,desktop,email,Shared room,Manhattan,75,4.330733340286331,3.64,0.9917808219178084,1,1,0,0,0
5341,76116,523225,6234329,2025-01-23 07:06:00,mobile,organic,Entire home/apt,Queens,200,5.303304908059076,0.08,0.0,1,0,0,0,0
5342,24439,506728,17609502,2025-01-20 14:10:00,desktop,organic,Private room,Queens,45,3.828641396489095,4001.76,0.9452054794520548,1,1,1,1,0
5343,14715,574972,7275655,2025-03-06 09:11:00,tablet,direct,Entire home/apt,Manhattan,170,5.14166355650266,0.55,0.0,1,1,1,0,0
5344,36107,568510,30424508,2025-03-08 17:54:00,mobile,paid,Private room,Brooklyn,50,3.9318256327243257,2.24,0.0328767123287671,1,0,0,0,0
5345,53394,844172,16793649,2025-03-15 02:54:00,mobile,organic,Entire home/apt,Brooklyn,84,4.442651256490317,157.95000000000002,0.3616438356164383,1,1,1,1,0
5346,48665,958541,31370305,2025-01-23 22:34:00,mobile,organic,Private room,Brooklyn,125,4.836281906951478,0.84,0.4931506849315068,1,0,0,0,0
5347,42425,817466,33913702,2025-02-01 12:24:00,mobile,organic,Entire home/apt,Brooklyn,75,4.330733340286331,7.4,0.2821917808219178,1,0,0,0,0
5348,69874,826725,28492753,2025-03-12 09:51:00,mobile,email,Private room,Manhattan,425,6.054439346269371,2.12,0.0,1,1,1,0,0
5349,51432,623882,27934322,2025-03-17 13:44:00,desktop,organic,Private room,Queens,38,3.6635616461296463,1.08,0.0191780821917808,1,1,1,1,0
5350,92778,671550,16333776,2025-03-16 22:55:00,mobile,organic,Private room,Queens,40,3.713572066704308,0.0,0.0,1,0,0,0,0
5351,53949,876872,24392856,2025-03-16 15:40:00,mobile,paid,Entire home/apt,Brooklyn,150,5.017279836814924,0.6000000000000001,0.0,1,1,1,0,0
5352,94360,824268,22048368,2025-03-08 15:05:00,desktop,organic,Private room,Brooklyn,37,3.6375861597263857,0.88,0.0,1,0,0,0,0
5353,87434,777283,31016809,2025-01-30 18:49:00,tablet,direct,Entire home/apt,Brooklyn,220,5.3981627015177525,0.0,0.2438356164383561,1,1,1,1,1
5354,93295,193441,10697652,2025-02-20 02:37:00,mobile,paid,Entire home/apt,Brooklyn,75,4.330733340286331,800.13,0.336986301369863,1,1,1,0,0
5355,98604,875229,11456592,2025-02-19 08:56:00,mobile,organic,Entire home/apt,Brooklyn,112,4.727387818712341,690.48,0.7972602739726027,1,1,0,0,0
5356,13669,979252,157673,2025-02-13 18:59:00,mobile,organic,Entire home/apt,Brooklyn,72,4.290459441148391,80.08,0.4493150684931506,1,1,0,0,0
5357,89918,322369,29165823,2025-02-03 15:04:00,desktop,organic,Private room,Brooklyn,79,4.382026634673881,37.8,0.2027397260273972,1,1,1,1,1
5358,25436,795381,36315828,2025-01-14 11:45:00,mobile,organic,Entire home/apt,Manhattan,314,5.752572638825633,0.0,0.8191780821917808,1,1,0,0,0
5359,94310,678572,13857521,2025-01-20 22:56:00,mobile,organic,Entire home/apt,Manhattan,140,4.948759890378168,2.25,0.073972602739726,1,1,1,1,0
5360,46030,333888,4766284,2025-02-24 03:43:00,mobile,organic,Private room,Manhattan,73,4.30406509320417,4.95,0.684931506849315,1,1,1,1,1
5361,14638,522757,24521322,2025-02-10 23:03:00,tablet,organic,Entire home/apt,Manhattan,225,5.420534999272286,0.0,0.0027397260273972,1,1,0,0,0
5362,78402,969378,26036850,2025-03-22 22:54:00,mobile,paid,Private room,Manhattan,60,4.110873864173311,0.0,0.9945205479452056,1,1,1,1,1
5363,67000,391749,16336497,2025-02-07 19:27:00,mobile,paid,Entire home/apt,Manhattan,110,4.709530201312334,2.17,0.0246575342465753,1,1,0,0,0
5364,19251,294300,19070571,2025-03-28 10:29:00,mobile,direct,Private room,Manhattan,53,3.9889840465642745,0.0,0.978082191780822,1,1,0,0,0
5365,18948,679282,8631355,2025-01-11 18:04:00,mobile,direct,Private room,Brooklyn,80,4.394449154672439,0.08,0.0,1,1,1,1,1
5366,62647,782566,4041383,2025-02-22 16:10:00,mobile,paid,Private room,Manhattan,50,3.9318256327243257,0.7000000000000001,0.0,1,0,0,0,0
5367,98414,145326,34389896,2025-03-22 19:05:00,mobile,organic,Private room,Brooklyn,48,3.8918202981106265,89.04,0.6821917808219178,1,1,1,1,1
5368,75723,269509,26000298,2025-01-24 03:20:00,mobile,paid,Entire home/apt,Manhattan,393,5.976350909297934,10.01,0.821917808219178,1,0,0,0,0
5369,96498,615224,35742909,2025-01-14 03:36:00,desktop,direct,Private room,Brooklyn,200,5.303304908059076,0.0,1.0,1,0,0,0,0
5370,67245,353244,35700700,2025-02-19 07:14:00,mobile,organic,Private room,Brooklyn,70,4.262679877041316,4.0,0.9068493150684932,1,1,1,0,0
5371,29098,306805,33908446,2025-03-06 14:41:00,mobile,organic,Private room,Brooklyn,35,3.58351893845611,0.52,0.1452054794520547,1,1,0,0,0
5372,17408,596342,28011840,2025-03-24 21:16:00,mobile,email,Entire home/apt,Queens,129,4.867534450455582,255.84,0.810958904109589,1,1,1,1,0
5373,92215,976977,27527118,2025-03-05 09:10:00,desktop,email,Private room,Manhattan,77,4.356708826689592,1.44,0.0,1,0,0,0,0
5374,79069,686249,21664702,2025-03-16 14:44:00,desktop,direct,Private room,Brooklyn,95,4.564348191467836,109.22,0.1616438356164383,1,0,0,0,0
5375,79676,622851,904060,2025-03-15 13:48:00,desktop,organic,Entire home/apt,Brooklyn,165,5.111987788356544,17.39,0.9397260273972604,1,1,1,1,1
5376,73982,963076,534897,2025-03-18 01:45:00,tablet,direct,Entire home/apt,Manhattan,230,5.442417710521793,0.54,0.0,1,0,0,0,0
5377,96190,487561,3987571,2025-03-03 13:57:00,mobile,organic,Entire home/apt,Brooklyn,115,4.7535901911063645,1147.37,0.7808219178082192,1,1,1,1,1
5378,62203,522697,29960687,2025-01-02 11:00:00,mobile,organic,Private room,Manhattan,100,4.61512051684126,721.4999999999999,0.6794520547945205,1,1,0,0,0
5379,64617,721289,10527142,2025-03-18 22:59:00,tablet,direct,Entire home/apt,Brooklyn,75,4.330733340286331,144.02,0.5342465753424658,1,0,0,0,0
5380,90212,478054,11442506,2025-03-30 01:36:00,mobile,direct,Entire home/apt,Manhattan,250,5.525452939131784,0.24,0.0,1,0,0,0,0
5381,16005,915539,836578,2025-01-05 08:03:00,mobile,organic,Entire home/apt,Manhattan,240,5.484796933490655,9.62,0.9041095890410958,1,1,1,1,1
5382,81406,143224,26063550,2025-03-19 10:33:00,mobile,organic,Private room,Brooklyn,59,4.0943445622221,44.64,0.0876712328767123,1,1,1,1,0
5383,79440,896157,741783,2025-03-24 02:36:00,mobile,organic,Entire home/apt,Manhattan,350,5.860786223465865,701.52,0.0,1,1,1,1,1
5384,58235,974535,16468083,2025-02-13 05:48:00,mobile,organic,Private room,Brooklyn,59,4.0943445622221,0.03,0.0,1,1,1,1,1
5385,21973,940377,18214015,2025-01-26 03:08:00,mobile,organic,Private room,Manhattan,90,4.51085950651685,454.74,0.0246575342465753,1,1,1,1,1
5386,56976,580744,14068668,2025-02-02 00:34:00,desktop,paid,Entire home/apt,Manhattan,197,5.288267030694535,0.0,0.9013698630136986,1,1,0,0,0
5387,77797,403895,35124153,2025-03-13 06:58:00,desktop,organic,Entire home/apt,Manhattan,289,5.66988092298052,4.0,0.3534246575342465,1,1,1,1,0
5388,68866,599268,33912291,2025-01-13 08:13:00,desktop,direct,Private room,Brooklyn,70,4.262679877041316,74.48,0.2136986301369863,1,1,1,0,0
5389,27804,586484,767967,2025-03-27 07:00:00,desktop,direct,Entire home/apt,Manhattan,105,4.663439094112067,1.0,0.0,1,0,0,0,0
5390,98613,704839,11738951,2025-01-09 03:44:00,mobile,organic,Private room,Manhattan,60,4.110873864173311,0.03,0.0,1,0,0,0,0
5391,71936,319539,1945115,2025-02-19 23:59:00,mobile,organic,Private room,Manhattan,90,4.51085950651685,152.19,0.2027397260273972,1,0,0,0,0
5392,57276,191164,647520,2025-02-08 11:54:00,desktop,organic,Entire home/apt,Manhattan,234,5.459585514144159,10.73,0.8273972602739726,1,1,1,1,0
5393,34680,938138,13191433,2025-01-10 20:53:00,mobile,paid,Private room,Queens,75,4.330733340286331,12.32,0.0438356164383561,1,1,1,1,1
5394,70967,242867,7657879,2025-01-11 01:05:00,desktop,paid,Entire home/apt,Manhattan,270,5.602118820879701,830.6999999999999,0.7397260273972602,1,1,1,1,1
5395,26862,716707,19327636,2025-01-26 13:32:00,tablet,paid,Entire home/apt,Manhattan,100,4.61512051684126,17.08,0.0986301369863013,1,1,1,1,1
5396,97438,103722,23053827,2025-03-03 19:44:00,mobile,direct,Private room,Queens,80,4.394449154672439,0.11,0.6,1,0,0,0,0
5397,49553,652190,4936023,2025-01-11 15:22:00,mobile,organic,Entire home/apt,Manhattan,99,4.605170185988092,520.8000000000001,0.1260273972602739,1,1,1,1,1
5398,18884,615007,26494149,2025-01-01 13:27:00,mobile,organic,Private room,Manhattan,150,5.017279836814924,0.0,0.9808219178082191,1,1,0,0,0
5399,78574,365301,6612941,2025-03-05 13:18:00,desktop,paid,Private room,Queens,60,4.110873864173311,2.42,0.0,1,0,0,0,0
5400,70313,525523,4901424,2025-02-21 15:05:00,mobile,organic,Entire home/apt,Brooklyn,300,5.707110264748875,0.0,0.0,1,0,0,0,0
5401,42961,427466,14783394,2025-02-27 12:30:00,mobile,paid,Private room,Brooklyn,62,4.143134726391533,1.54,0.0,1,0,0,0,0
5402,41562,111917,6362662,2025-03-23 03:14:00,tablet,organic,Private room,Brooklyn,65,4.189654742026425,0.0,0.0,1,0,0,0,0
5403,36065,929851,35680065,2025-02-17 22:21:00,mobile,organic,Private room,Brooklyn,75,4.330733340286331,4.0,0.3808219178082191,1,1,1,0,1
5404,42084,107555,20651136,2025-03-07 23:01:00,mobile,organic,Private room,Manhattan,165,5.111987788356544,0.72,0.0,1,0,0,0,0
5405,61038,543326,20857108,2025-02-26 01:37:00,desktop,organic,Entire home/apt,Manhattan,175,5.170483995038151,0.09,1.0,1,1,0,0,0
5406,87337,917814,9242243,2025-02-04 03:32:00,desktop,paid,Private room,Manhattan,180,5.198497031265826,3.0,0.4794520547945205,1,1,0,0,0
5407,30957,990188,21677637,2025-03-22 20:47:00,mobile,organic,Entire home/apt,Manhattan,200,5.303304908059076,0.0,0.0,1,1,1,0,0
5408,78116,639638,16527938,2025-02-02 07:20:00,desktop,direct,Private room,Manhattan,100,4.61512051684126,0.0,0.1095890410958904,1,0,0,0,0
5409,72278,572723,10773150,2025-01-05 00:54:00,desktop,paid,Private room,Manhattan,45,3.828641396489095,0.1,0.0,1,0,0,0,0
5410,42454,228452,5305619,2025-01-30 00:51:00,desktop,direct,Private room,Brooklyn,75,4.330733340286331,0.0,0.0,1,1,1,0,0
5411,63796,323230,23002312,2025-03-08 09:06:00,mobile,organic,Entire home/apt,Manhattan,250,5.525452939131784,5.13,0.0,1,1,1,1,1
5412,21277,747762,6922758,2025-01-24 05:50:00,mobile,organic,Entire home/apt,Brooklyn,285,5.655991810819852,1.44,0.0520547945205479,1,1,1,1,1
5413,76411,588596,9401880,2025-03-15 20:56:00,mobile,paid,Entire home/apt,Manhattan,250,5.525452939131784,0.1,1.0,1,1,1,1,1
