session_id,variant,click,detail_view,save,contact
360931,treatment,1,1,1,0
855290,control,0,0,0,0
902514,treatment,1,0,0,0
474398,treatment,1,1,1,0
602553,control,1,1,0,0
924390,control,1,0,0,0
534266,control,0,0,0,0
144637,treatment,1,1,1,0
828139,treatment,1,0,0,0
720135,control,0,0,0,0
147548,treatment,1,1,0,1
631652,treatment,0,0,0,0
808684,control,1,1,0,0
701535,control,1,0,0,0
445384,treatment,1,1,1,0
398371,treatment,1,1,0,0
495585,treatment,0,0,0,0
380996,treatment,0,0,0,0
667841,treatment,0,0,0,0
978201,control,1,1,0,0
766929,treatment,1,1,0,0
644709,treatment,1,0,0,0
262506,treatment,1,1,0,0
718281,control,1,1,0,0
937248,control,0,0,0,0
677313,control,1,1,0,0
618868,control,0,0,0,0
477481,control,1,1,0,0
138148,treatment,0,0,0,0
850937,treatment,1,1,1,0
664907,control,0,0,0,0
651570,treatment,1,0,0,0
565044,control,0,0,0,0
790040,control,1,1,0,0
458817,control,0,0,0,0
991932,treatment,1,0,0,0
439557,control,0,0,0,0
949358,control,0,0,0,0
361927,control,0,0,0,0
843375,treatment,1,0,0,0
255506,control,1,1,1,0
424349,treatment,1,1,0,0
945585,treatment,1,0,0,0
239130,treatment,0,0,0,0
662736,treatment,0,0,0,0
512860,control,0,0,0,0
167648,control,0,0,0,0
584810,treatment,1,1,0,0
141635,control,0,0,0,0
950143,treatment,1,0,0,0
264315,treatment,0,0,0,0
624613,treatment,0,0,0,0
476380,treatment,1,1,0,0
971615,treatment,1,1,0,0
140807,treatment,1,1,0,0
443497,control,0,0,0,0
644925,treatment,0,0,0,0
568240,control,1,1,0,0
809547,control,1,1,0,0
468583,treatment,1,1,1,0
164843,control,1,1,0,0
559033,control,1,1,0,1
919856,control,1,1,0,0
626498,treatment,0,0,0,0
455501,treatment,1,1,1,0
436772,treatment,0,0,0,0
402380,control,0,0,0,0
407530,treatment,0,0,0,0
316361,treatment,1,0,0,0
529917,control,1,0,0,0
942939,control,1,1,0,0
421975,control,0,0,0,0
544903,treatment,1,1,0,0
338981,treatment,0,0,0,0
748211,treatment,0,0,0,0
293747,control,1,1,0,0
929975,treatment,0,0,0,0
734458,treatment,0,0,0,0
950882,treatment,1,1,0,0
557431,treatment,0,0,0,0
720083,control,0,0,0,0
149801,control,0,0,0,0
383288,treatment,0,0,0,0
185211,treatment,1,1,0,1
746097,treatment,0,0,0,0
684553,control,0,0,0,0
583500,treatment,1,1,0,0
283245,control,0,0,0,0
954016,control,1,1,0,0
984179,treatment,0,0,0,0
685710,treatment,1,1,0,0
914104,control,1,1,0,0
957291,control,1,0,0,0
537103,control,1,0,0,0
755341,control,0,0,0,0
236392,treatment,1,0,0,0
792104,treatment,1,1,0,0
244297,control,0,0,0,0
865118,treatment,0,0,0,0
999944,treatment,1,1,0,0
591928,treatment,1,0,0,0
390269,control,1,1,0,0
500103,treatment,1,1,0,0
222587,control,0,0,0,0
870625,control,0,0,0,0
425592,control,1,0,0,0
894577,control,1,1,0,0
193719,control,1,1,0,1
382705,control,1,1,0,1
185675,control,1,1,0,0
540247,treatment,1,1,0,0
251525,treatment,1,1,0,0
541605,control,1,1,0,0
450384,treatment,1,1,0,0
934191,treatment,0,0,0,0
400246,treatment,0,0,0,0
174715,control,0,0,0,0
595756,treatment,1,0,0,0
733099,treatment,1,1,0,0
775978,treatment,1,1,1,0
135886,control,1,1,0,0
625371,treatment,1,1,0,1
879827,treatment,1,1,0,0
283390,treatment,0,0,0,0
945431,control,1,0,0,0
824442,control,1,0,0,0
557434,treatment,1,1,0,0
468679,treatment,0,0,0,0
211961,control,1,0,0,0
773738,treatment,0,0,0,0
454709,control,1,0,0,0
182663,treatment,1,0,0,0
398194,treatment,0,0,0,0
153285,treatment,1,1,0,0
237683,treatment,1,1,0,0
929756,control,1,1,1,0
607090,treatment,1,0,0,0
944882,control,1,1,0,0
676867,treatment,1,0,0,0
747797,treatment,1,1,0,1
858574,treatment,1,1,0,0
161978,control,0,0,0,0
601968,treatment,0,0,0,0
529969,control,0,0,0,0
908572,control,1,0,0,0
861107,treatment,0,0,0,0
346251,control,0,0,0,0
401353,treatment,0,0,0,0
763336,control,1,0,0,0
358631,control,0,0,0,0
263111,treatment,1,0,0,0
945258,treatment,0,0,0,0
752918,control,1,1,0,0
560701,treatment,1,0,0,0
553003,treatment,0,0,0,0
908309,treatment,1,0,0,0
767069,control,0,0,0,0
364278,treatment,1,0,0,0
585189,treatment,1,1,1,0
264450,treatment,1,1,0,0
271406,control,1,1,0,0
420635,treatment,0,0,0,0
384645,treatment,0,0,0,0
525947,treatment,1,1,0,0
230566,control,1,1,0,0
743717,treatment,0,0,0,0
389050,treatment,0,0,0,0
451109,control,1,1,1,0
133596,control,1,1,0,0
249151,treatment,1,1,0,0
405377,control,0,0,0,0
569824,treatment,1,1,0,0
777518,treatment,0,0,0,0
660521,treatment,0,0,0,0
804777,control,0,0,0,0
265129,control,1,0,0,0
324804,treatment,1,1,0,0
228287,control,1,0,0,0
531395,treatment,1,1,0,0
652255,control,1,1,0,0
444536,control,1,0,0,0
204846,control,0,0,0,0
285416,treatment,0,0,0,0
438447,treatment,1,1,0,0
626184,control,1,1,0,1
581453,control,1,1,0,0
158233,control,1,0,0,0
242763,treatment,1,1,0,0
969963,control,1,1,0,1
514076,treatment,0,0,0,0
557266,treatment,0,0,0,0
386905,treatment,0,0,0,0
308805,control,1,1,0,0
791461,treatment,1,1,0,0
839506,control,1,1,1,0
365357,control,1,1,0,0
602385,treatment,1,1,0,0
299125,treatment,1,1,0,0
391820,control,1,0,0,0
897672,control,0,0,0,0
747025,treatment,1,1,1,0
342755,control,1,0,0,0
770266,treatment,1,1,0,1
198065,treatment,1,1,0,0
447166,control,0,0,0,0
513218,control,0,0,0,0
906659,control,0,0,0,0
575656,treatment,1,1,0,0
216332,treatment,1,0,0,0
362798,control,1,1,0,0
296649,treatment,0,0,0,0
164698,treatment,0,0,0,0
569855,control,0,0,0,0
218639,treatment,1,1,1,1
814527,control,1,1,0,0
375279,control,1,1,0,0
351180,control,1,1,0,0
822409,control,1,1,0,0
973118,control,1,0,0,0
972088,control,0,0,0,0
950615,treatment,1,1,0,0
502688,treatment,0,0,0,0
399836,treatment,1,1,1,0
914146,control,0,0,0,0
272251,control,1,1,0,0
415305,control,0,0,0,0
186879,treatment,1,1,0,0
144767,treatment,1,1,0,0
650896,control,1,1,0,0
199933,control,1,1,0,0
254682,treatment,1,1,1,0
234321,control,1,0,0,0
116844,control,0,0,0,0
968641,treatment,0,0,0,0
862991,treatment,1,1,1,0
820195,control,0,0,0,0
524117,control,0,0,0,0
684145,treatment,0,0,0,0
886655,control,1,1,0,0
364589,control,1,0,0,0
484159,control,1,0,0,0
444517,control,1,1,0,0
331422,control,0,0,0,0
130544,treatment,0,0,0,0
983463,control,1,0,0,0
553282,control,0,0,0,0
761271,treatment,0,0,0,0
997026,treatment,0,0,0,0
506096,treatment,0,0,0,0
144835,treatment,0,0,0,0
105479,control,0,0,0,0
748016,treatment,1,1,0,0
212568,control,1,1,0,0
889818,treatment,1,1,0,1
415997,control,1,1,0,0
252280,treatment,1,1,0,0
663221,treatment,0,0,0,0
249924,control,1,1,0,0
810602,treatment,0,0,0,0
523037,treatment,1,1,1,0
165291,treatment,0,0,0,0
715828,control,1,0,0,0
859438,treatment,0,0,0,0
644597,control,1,0,0,0
278790,control,1,1,0,0
667863,control,1,0,0,0
149890,control,1,1,0,0
269065,treatment,1,0,0,0
727343,control,0,0,0,0
458944,treatment,0,0,0,0
681236,control,1,1,0,0
429898,control,1,1,0,0
323536,control,0,0,0,0
344753,control,1,0,0,0
763275,control,0,0,0,0
548911,control,1,0,0,0
996167,treatment,1,0,0,0
828002,control,1,0,0,0
821770,control,1,0,0,0
574045,control,0,0,0,0
918009,treatment,0,0,0,0
501742,treatment,0,0,0,0
531971,control,1,1,1,0
461626,control,0,0,0,0
557455,control,1,1,0,0
182549,treatment,1,1,1,0
860183,control,0,0,0,0
564766,control,0,0,0,0
395821,control,1,1,0,1
534625,control,1,0,0,0
455226,control,1,1,0,0
465877,treatment,1,1,0,0
513678,control,1,1,0,0
949751,treatment,1,1,0,0
446043,control,0,0,0,0
760135,control,1,1,0,0
844108,treatment,1,1,1,0
607234,control,0,0,0,0
160739,treatment,0,0,0,0
887161,treatment,0,0,0,0
717699,control,1,0,0,0
537187,treatment,1,1,0,1
196446,control,1,1,0,0
632193,treatment,1,1,0,0
414316,control,1,0,0,0
830101,treatment,0,0,0,0
350535,control,0,0,0,0
543688,treatment,1,1,0,0
696156,treatment,1,0,0,0
660320,treatment,0,0,0,0
359080,treatment,1,0,0,0
211178,treatment,1,1,1,0
850415,treatment,0,0,0,0
807420,control,1,1,0,0
905859,control,0,0,0,0
826842,control,1,1,0,0
884870,control,0,0,0,0
487265,control,1,1,0,0
962729,treatment,0,0,0,0
775248,control,0,0,0,0
916157,treatment,0,0,0,0
338357,control,0,0,0,0
714322,control,0,0,0,0
752329,treatment,0,0,0,0
668547,treatment,1,1,0,0
304572,treatment,1,1,0,0
691788,treatment,1,1,0,0
162943,control,0,0,0,0
747584,treatment,1,0,0,0
656966,control,0,0,0,0
914280,control,1,0,0,0
787825,control,0,0,0,0
725329,control,1,1,0,0
323599,control,1,1,0,0
929999,treatment,1,1,1,0
870852,treatment,1,1,1,0
602477,control,1,0,0,0
730613,control,1,1,0,0
273984,control,1,1,0,0
197114,control,1,1,0,0
914405,treatment,1,1,0,0
645590,control,0,0,0,0
323147,treatment,1,1,0,0
671185,control,1,0,0,0
923605,treatment,1,1,0,0
858462,control,1,1,0,0
867336,treatment,1,1,1,0
872623,control,1,1,0,0
521166,treatment,1,1,0,0
923992,control,1,1,0,0
955681,control,0,0,0,0
259396,treatment,1,1,1,1
338172,treatment,1,1,0,0
734134,treatment,1,1,0,0
701812,treatment,0,0,0,0
258348,treatment,1,1,0,1
224530,control,0,0,0,0
301024,control,1,1,0,0
636028,control,0,0,0,0
509903,treatment,1,1,0,0
477350,control,1,1,1,0
129598,control,0,0,0,0
480862,treatment,1,1,0,0
289356,treatment,1,1,1,0
721623,control,1,1,0,0
450399,control,1,1,1,0
302773,control,0,0,0,0
799198,control,1,1,0,0
476911,control,1,1,0,0
441275,treatment,0,0,0,0
950347,treatment,0,0,0,0
173830,treatment,1,0,0,0
485752,control,1,1,1,0
489261,treatment,1,1,0,0
574097,control,0,0,0,0
689396,control,1,1,0,0
135218,treatment,1,1,0,0
436827,control,1,0,0,0
586988,control,0,0,0,0
342433,treatment,1,1,0,0
514514,control,0,0,0,0
125315,treatment,1,1,0,0
554817,control,0,0,0,0
338161,treatment,1,1,0,0
802679,control,1,1,0,1
791677,control,1,1,0,0
133330,treatment,1,1,1,0
121394,control,1,1,0,0
462147,control,1,1,0,0
974746,control,1,1,0,0
207220,control,0,0,0,0
261653,control,0,0,0,0
639298,control,0,0,0,0
773086,treatment,1,1,0,1
806407,control,1,0,0,0
555043,control,1,1,0,0
237300,control,1,0,0,0
917666,control,0,0,0,0
480932,treatment,0,0,0,0
446346,control,1,1,0,0
853052,treatment,1,1,0,0
886806,control,1,1,0,0
987058,treatment,1,1,1,0
306194,treatment,1,1,0,0
784944,treatment,0,0,0,0
456129,treatment,1,0,0,0
453811,treatment,0,0,0,0
911931,control,0,0,0,0
240104,control,1,1,0,0
130089,treatment,1,1,0,0
835892,control,0,0,0,0
751240,control,0,0,0,0
137491,treatment,0,0,0,0
183971,control,1,1,0,0
245941,treatment,0,0,0,0
472550,treatment,1,1,0,0
769373,treatment,1,1,1,0
953515,treatment,1,0,0,0
535612,control,0,0,0,0
888796,control,1,0,0,0
508090,control,1,1,0,0
107821,control,1,1,0,0
891046,treatment,1,1,0,0
728622,control,1,1,0,0
838203,treatment,1,1,0,0
273482,control,0,0,0,0
388265,control,0,0,0,0
858450,treatment,1,1,1,1
722082,control,0,0,0,0
588395,control,0,0,0,0
539244,control,1,1,0,0
631046,treatment,0,0,0,0
254923,treatment,0,0,0,0
484053,treatment,0,0,0,0
295745,treatment,1,0,0,0
164960,control,0,0,0,0
177541,control,1,1,0,0
406008,treatment,0,0,0,0
921458,control,1,1,1,0
718264,treatment,0,0,0,0
563294,treatment,1,1,0,0
853733,treatment,0,0,0,0
699340,treatment,1,1,0,0
340707,treatment,1,1,0,0
597433,treatment,1,1,1,0
342841,control,0,0,0,0
524397,control,1,1,1,0
271965,control,1,1,0,1
861055,treatment,1,1,1,0
755727,control,0,0,0,0
531292,treatment,0,0,0,0
616780,control,0,0,0,0
268916,treatment,1,0,0,0
454029,control,1,0,0,0
909741,treatment,0,0,0,0
549188,treatment,1,1,1,0
946340,control,0,0,0,0
751109,control,1,1,1,0
430881,treatment,1,1,0,0
445984,control,1,0,0,0
846159,control,0,0,0,0
897717,treatment,1,0,0,0
700104,treatment,1,0,0,0
673592,treatment,0,0,0,0
547021,control,1,1,0,0
123901,control,1,1,0,0
451240,treatment,1,0,0,0
898652,treatment,1,1,0,0
408836,treatment,1,1,0,0
764622,control,1,1,0,1
663529,control,1,1,0,0
955758,control,1,0,0,0
336272,control,0,0,0,0
399010,control,1,0,0,0
255032,control,0,0,0,0
931483,treatment,0,0,0,0
243085,control,1,1,0,0
844881,treatment,1,1,0,0
351710,treatment,1,1,0,0
633921,treatment,1,1,0,0
987002,control,1,1,0,0
415785,treatment,1,1,0,1
795834,treatment,0,0,0,0
207096,treatment,0,0,0,0
884652,treatment,1,1,0,0
665042,treatment,1,1,1,0
428515,treatment,1,1,1,0
818971,control,1,0,0,0
337967,treatment,1,1,0,0
623147,treatment,1,1,0,1
962488,control,1,1,1,0
297615,treatment,1,1,1,0
985168,control,1,1,0,0
911407,control,0,0,0,0
492038,treatment,1,1,0,0
203425,treatment,0,0,0,0
657384,control,1,1,0,0
448794,control,1,1,0,0
388491,treatment,0,0,0,0
147486,control,0,0,0,0
167148,treatment,0,0,0,0
980717,control,0,0,0,0
522219,treatment,1,1,0,0
393026,treatment,1,0,0,0
808757,control,1,0,0,0
626292,control,0,0,0,0
565455,control,1,1,0,0
205073,treatment,1,0,0,0
777368,treatment,1,1,1,0
286943,treatment,1,1,1,0
971362,control,0,0,0,0
825141,control,1,0,0,0
896232,control,1,0,0,0
938702,control,1,0,0,0
804295,treatment,1,1,0,0
198665,treatment,0,0,0,0
331797,treatment,1,1,0,0
672162,control,1,0,0,0
399102,treatment,1,1,1,0
398373,treatment,0,0,0,0
316973,treatment,0,0,0,0
310514,treatment,1,1,1,1
639577,control,0,0,0,0
896753,control,1,1,0,0
460441,treatment,1,1,0,0
252184,control,1,0,0,0
574083,control,0,0,0,0
897084,treatment,0,0,0,0
511650,treatment,0,0,0,0
882348,treatment,0,0,0,0
186179,control,0,0,0,0
366856,control,0,0,0,0
109560,treatment,1,1,0,0
730619,treatment,1,1,0,0
677701,treatment,0,0,0,0
439018,treatment,0,0,0,0
450267,treatment,1,1,0,0
155016,treatment,0,0,0,0
647197,control,1,0,0,0
393960,treatment,1,1,0,0
836021,treatment,1,1,0,0
977204,treatment,1,0,0,0
514842,control,1,0,0,0
645234,treatment,1,1,0,1
420003,control,0,0,0,0
950400,treatment,0,0,0,0
761740,control,1,1,0,0
567663,treatment,1,0,0,0
452427,control,1,0,0,0
670752,control,1,1,0,0
461917,control,1,1,1,0
527157,treatment,1,1,1,1
769407,control,0,0,0,0
399578,control,0,0,0,0
727492,treatment,1,1,0,0
297782,control,0,0,0,0
316736,treatment,1,1,1,0
825104,treatment,1,1,0,0
408455,treatment,0,0,0,0
831029,control,0,0,0,0
467079,treatment,1,0,0,0
402013,control,1,1,1,0
453653,control,1,0,0,0
562773,control,1,1,0,0
502105,treatment,1,1,1,0
232846,control,1,1,1,0
242475,treatment,0,0,0,0
327951,treatment,0,0,0,0
594993,treatment,1,1,0,1
530047,control,1,1,0,1
323938,control,0,0,0,0
419419,treatment,1,0,0,0
653198,treatment,1,1,0,1
809120,treatment,1,0,0,0
823576,control,1,1,0,0
712952,control,0,0,0,0
890035,control,0,0,0,0
250800,control,1,0,0,0
310096,control,0,0,0,0
715829,treatment,1,1,1,0
749329,control,1,1,0,1
653888,control,0,0,0,0
433593,treatment,0,0,0,0
403130,treatment,1,0,0,0
906587,control,0,0,0,0
224321,treatment,0,0,0,0
925942,control,1,1,0,0
850159,control,0,0,0,0
932973,control,0,0,0,0
290643,treatment,1,1,0,0
862422,control,1,1,0,0
953491,control,1,1,1,0
757724,control,1,1,0,0
418897,treatment,0,0,0,0
465800,control,0,0,0,0
432734,control,1,1,0,0
984671,control,1,1,1,0
614829,control,0,0,0,0
693789,treatment,1,0,0,0
824588,treatment,1,1,1,1
662137,control,0,0,0,0
101773,control,0,0,0,0
742866,control,0,0,0,0
254992,control,1,0,0,0
951610,control,1,0,0,0
353095,treatment,1,1,1,0
854755,treatment,1,1,0,0
704936,treatment,1,0,0,0
910935,treatment,0,0,0,0
761466,treatment,1,1,0,0
420234,treatment,0,0,0,0
240838,control,1,0,0,0
310574,treatment,1,1,0,0
989176,control,1,1,0,0
152753,control,1,1,0,0
782035,treatment,1,1,0,0
660572,control,1,1,0,0
505213,control,1,1,0,0
938436,treatment,1,1,0,0
968943,control,0,0,0,0
297300,control,1,1,0,0
543531,treatment,0,0,0,0
767344,treatment,1,1,0,0
649272,treatment,1,0,0,0
449464,control,0,0,0,0
436276,control,0,0,0,0
753433,treatment,1,1,1,0
712183,treatment,1,1,1,1
842022,treatment,1,1,0,0
624276,control,1,1,0,0
478315,control,0,0,0,0
164176,treatment,1,0,0,0
547526,control,1,0,0,0
715264,treatment,0,0,0,0
953552,control,1,1,1,0
599928,treatment,1,1,1,0
959381,treatment,0,0,0,0
379270,treatment,0,0,0,0
505246,control,1,1,0,0
489775,treatment,0,0,0,0
764415,treatment,1,0,0,0
644654,control,1,0,0,0
594375,treatment,0,0,0,0
972398,treatment,1,1,0,0
654502,treatment,1,1,0,1
922884,treatment,0,0,0,0
407495,control,0,0,0,0
230885,control,1,1,0,1
981891,control,1,0,0,0
995078,treatment,1,0,0,0
591493,treatment,1,1,0,0
576251,treatment,0,0,0,0
692661,control,1,0,0,0
496644,control,1,0,0,0
975396,treatment,1,1,0,0
757553,control,0,0,0,0
119722,control,0,0,0,0
495382,treatment,0,0,0,0
150678,control,1,1,1,0
812967,control,1,1,0,0
535475,control,1,1,0,0
853354,control,0,0,0,0
312026,treatment,1,1,0,0
513018,control,1,0,0,0
160380,control,1,1,1,0
643384,control,1,1,0,0
360281,treatment,1,0,0,0
164626,control,1,1,0,0
805298,treatment,0,0,0,0
465436,control,1,1,0,0
865825,control,1,1,1,1
274441,control,1,1,0,0
930438,treatment,1,1,1,1
411531,treatment,1,1,1,1
867417,control,0,0,0,0
244961,treatment,1,1,0,0
772818,treatment,0,0,0,0
210942,control,0,0,0,0
440384,treatment,1,1,0,0
307690,control,1,1,0,0
325127,treatment,0,0,0,0
445069,treatment,0,0,0,0
108204,treatment,0,0,0,0
558121,treatment,0,0,0,0
287248,control,1,1,0,0
576986,treatment,0,0,0,0
973253,control,0,0,0,0
791731,control,1,1,0,0
397172,treatment,1,1,0,0
751533,treatment,0,0,0,0
944759,treatment,0,0,0,0
852679,control,1,0,0,0
369958,treatment,1,1,0,0
915877,treatment,0,0,0,0
421447,control,0,0,0,0
962388,control,0,0,0,0
961922,control,1,1,0,0
543656,control,1,1,0,0
436888,treatment,1,1,0,1
970505,treatment,0,0,0,0
639456,treatment,1,1,1,0
202886,treatment,1,0,0,0
809011,control,0,0,0,0
464933,treatment,1,1,0,0
395519,control,0,0,0,0
857708,treatment,0,0,0,0
198086,control,1,0,0,0
598663,treatment,0,0,0,0
390938,control,1,1,1,0
102836,control,0,0,0,0
292548,treatment,1,1,0,1
878949,control,1,1,0,0
374934,treatment,1,1,0,1
324148,control,0,0,0,0
671988,treatment,0,0,0,0
607995,control,1,1,0,0
340592,control,1,1,0,0
616781,control,0,0,0,0
271462,control,1,1,0,0
806262,control,1,1,0,0
685580,control,1,1,0,0
133161,control,0,0,0,0
387313,control,1,0,0,0
455137,treatment,1,1,0,0
698901,treatment,0,0,0,0
627340,control,0,0,0,0
534680,treatment,1,1,1,0
318228,treatment,1,1,0,0
283974,control,1,0,0,0
888209,treatment,1,1,0,0
713141,control,1,0,0,0
767989,treatment,1,1,0,0
881737,control,1,1,0,0
589941,treatment,1,1,0,0
861989,treatment,1,0,0,0
561677,control,1,1,0,0
898931,control,1,1,0,1
165029,treatment,0,0,0,0
821480,control,0,0,0,0
879676,treatment,1,0,0,0
436228,treatment,1,1,0,0
835684,treatment,1,1,1,0
992338,treatment,1,1,0,0
793324,treatment,1,1,1,1
832442,treatment,1,0,0,0
347460,control,1,1,0,0
175437,control,1,1,0,0
103681,control,1,1,0,0
501944,treatment,1,1,0,0
806980,treatment,1,1,0,0
468790,control,0,0,0,0
896379,treatment,1,1,0,0
577686,control,1,0,0,0
214251,control,1,1,0,0
313879,treatment,1,0,0,0
668243,control,1,0,0,0
989574,treatment,0,0,0,0
184482,control,1,1,0,0
322792,treatment,1,0,0,0
304398,treatment,0,0,0,0
671726,control,0,0,0,0
270567,treatment,1,0,0,0
269371,treatment,0,0,0,0
934814,control,1,1,0,0
633721,control,1,1,0,0
152984,treatment,1,1,0,0
611265,control,1,1,0,0
365043,control,1,0,0,0
590048,control,0,0,0,0
883644,control,0,0,0,0
422243,treatment,0,0,0,0
417046,control,0,0,0,0
820573,control,1,1,0,0
323909,control,1,1,0,0
216967,control,0,0,0,0
793889,treatment,1,1,1,0
797308,control,1,1,0,0
883216,treatment,0,0,0,0
172283,control,0,0,0,0
763164,control,0,0,0,0
864715,treatment,1,1,0,0
227182,control,0,0,0,0
429329,treatment,0,0,0,0
528392,treatment,1,0,0,0
752638,control,0,0,0,0
405524,control,0,0,0,0
862980,treatment,0,0,0,0
262335,control,0,0,0,0
195701,control,1,1,0,0
966434,control,1,1,0,0
944304,control,0,0,0,0
187516,treatment,1,1,0,0
631830,control,0,0,0,0
789547,control,1,1,0,0
335071,treatment,1,1,0,1
779870,control,1,1,0,1
661229,control,0,0,0,0
691559,treatment,0,0,0,0
210632,control,0,0,0,0
294817,treatment,1,1,0,0
539476,treatment,1,1,0,0
595905,control,1,1,1,1
363292,treatment,1,1,0,0
796151,control,1,0,0,0
131343,control,1,1,0,0
875635,treatment,1,1,0,0
703370,treatment,1,0,0,0
666771,control,1,1,0,0
975047,treatment,1,1,0,0
567654,treatment,1,1,0,0
715360,treatment,0,0,0,0
571862,treatment,1,1,1,1
701725,control,1,1,1,0
753385,control,1,1,0,0
550226,treatment,0,0,0,0
427684,control,1,0,0,0
694743,treatment,1,1,0,0
321301,control,1,1,0,0
708999,control,1,1,0,0
260404,control,1,1,0,0
523225,treatment,0,0,0,0
506728,control,1,1,0,0
574972,treatment,1,1,0,0
568510,control,0,0,0,0
844172,control,1,1,1,0
958541,control,0,0,0,0
817466,treatment,0,0,0,0
826725,control,1,1,0,0
623882,control,1,1,0,0
671550,control,0,0,0,0
876872,control,1,1,0,0
824268,treatment,0,0,0,0
777283,treatment,1,1,0,1
193441,control,1,1,0,0
875229,treatment,1,0,0,0
979252,treatment,1,1,0,1
322369,control,1,1,0,0
795381,treatment,1,0,0,0
678572,treatment,1,1,1,0
333888,control,1,1,1,0
522757,control,1,1,0,0
969378,treatment,1,1,0,0
391749,treatment,1,0,0,0
294300,control,1,1,0,0
679282,control,1,1,0,0
782566,control,0,0,0,0
145326,treatment,1,1,0,0
269509,treatment,1,0,0,0
615224,treatment,0,0,0,0
353244,treatment,1,0,0,0
306805,control,1,1,0,0
596342,treatment,1,1,0,0
976977,treatment,0,0,0,0
686249,control,0,0,0,0
622851,control,1,1,0,0
963076,treatment,0,0,0,0
487561,treatment,1,1,0,0
522697,control,1,0,0,0
721289,treatment,0,0,0,0
478054,control,0,0,0,0
915539,treatment,1,1,0,0
143224,treatment,1,1,0,0
896157,treatment,1,1,1,0
974535,treatment,1,1,1,0
940377,treatment,1,1,1,0
580744,control,1,0,0,0
403895,treatment,1,0,0,0
599268,control,1,0,0,0
586484,control,0,0,0,0
704839,control,0,0,0,0
319539,control,0,0,0,0
191164,control,1,0,0,0
938138,treatment,1,1,1,1
242867,control,1,1,0,0
716707,treatment,1,1,0,0
103722,treatment,0,0,0,0
652190,control,1,1,0,0
615007,treatment,1,1,0,0
365301,control,0,0,0,0
525523,control,0,0,0,0
427466,treatment,0,0,0,0
111917,control,0,0,0,0
929851,control,1,0,0,0
107555,treatment,0,0,0,0
543326,treatment,1,1,1,0
917814,control,1,0,0,0
990188,treatment,1,0,0,0
639638,treatment,0,0,0,0
572723,treatment,0,0,0,0
228452,control,1,0,0,0
323230,treatment,1,1,1,0
747762,treatment,1,1,0,1
588596,treatment,1,1,0,0
151369,treatment,0,0,0,0
879588,control,1,1,0,0
840109,control,0,0,0,0
952195,control,1,1,0,0
156645,control,0,0,0,0
771748,treatment,0,0,0,0
935735,control,1,0,0,0
814972,treatment,1,1,0,0
504737,treatment,0,0,0,0
201381,control,0,0,0,0
810945,control,1,1,0,0
394091,treatment,0,0,0,0
192437,treatment,1,1,0,0
693795,control,1,1,0,0
494220,control,0,0,0,0
948752,treatment,0,0,0,0
615205,treatment,0,0,0,0
370146,control,1,0,0,0
988396,treatment,1,1,1,0
991225,control,1,1,0,0
508691,control,0,0,0,0
159080,control,1,1,0,0
413923,control,0,0,0,0
628996,control,1,1,0,0
433767,control,1,1,1,0
975169,control,1,0,0,0
253912,control,0,0,0,0
406596,control,1,1,1,0
642597,treatment,1,1,0,0
236774,control,1,1,0,0
845644,control,0,0,0,0
224072,treatment,1,1,0,0
427907,treatment,1,1,0,0
975652,control,1,1,0,0
529627,treatment,1,1,0,0
192098,treatment,1,1,0,0
234800,treatment,1,1,1,0
830322,control,1,1,0,0
465676,treatment,1,1,0,0
819040,control,1,1,0,1
505174,treatment,1,1,0,0
874664,treatment,0,0,0,0
382243,control,0,0,0,0
694345,treatment,0,0,0,0
184041,control,0,0,0,0
516863,treatment,0,0,0,0
673782,control,1,1,1,0
849938,control,1,1,0,0
647216,control,1,1,0,0
143891,treatment,1,1,1,0
415613,control,1,0,0,0
964895,control,0,0,0,0
130207,control,1,1,0,0
803322,treatment,1,0,0,0
312472,treatment,1,1,1,0
601070,control,0,0,0,0
798741,control,0,0,0,0
558213,control,1,1,0,1
326310,control,1,1,0,0
989568,control,1,1,0,0
949284,treatment,0,0,0,0
458835,control,0,0,0,0
441107,control,1,1,0,0
168710,control,0,0,0,0
387457,treatment,1,1,0,0
730646,treatment,1,1,0,0
379554,treatment,0,0,0,0
679389,control,1,0,0,0
907455,control,0,0,0,0
476577,control,0,0,0,0
723695,control,0,0,0,0
839963,treatment,1,0,0,0
236016,treatment,1,1,0,0
762324,treatment,1,1,0,0
108587,treatment,1,0,0,0
538660,control,1,1,0,0
308131,treatment,0,0,0,0
680943,control,0,0,0,0
844657,control,0,0,0,0
272076,treatment,0,0,0,0
675419,control,1,1,0,0
737331,control,1,1,0,0
393172,control,1,0,0,0
986600,treatment,1,1,0,1
503682,treatment,1,1,0,0
776188,control,1,1,0,0
585651,treatment,0,0,0,0
300041,control,0,0,0,0
260469,control,0,0,0,0
338371,treatment,1,1,1,0
315061,treatment,0,0,0,0
694964,treatment,0,0,0,0
900431,control,1,1,0,0
747658,treatment,1,0,0,0
179314,treatment,0,0,0,0
248935,treatment,0,0,0,0
115108,control,1,1,0,0
246422,treatment,1,1,1,0
520727,treatment,0,0,0,0
333692,control,0,0,0,0
357617,control,1,1,1,0
142972,control,1,1,0,1
661742,treatment,0,0,0,0
613521,treatment,1,1,0,0
858572,treatment,0,0,0,0
430910,treatment,1,1,0,0
665292,treatment,1,1,0,1
